strike,window,trigger_rate,payout_frequency,premium_to_cap,shortfall_rate,overpay_rate,basis_risk_rmse,mae_full,mae_flat,mae_improvement_pct
55,14,0.9115384615384615,0.06489594742606791,0.8672674943285729,0.42517950590239745,0.5703845685773397,193.19099452916296,160.15864852878116,123.49775958509986,-29.685468843197114
60,14,0.8807692307692307,0.0627053669222344,0.8519625223251573,0.4941645369356213,0.5013995375441158,183.42647756949577,170.45990508767167,132.72181922586387,-28.433972712192663
65,14,0.8192307692307692,0.05832420591456736,0.8337484810981892,0.5661616161616162,0.42938420348058903,173.63810679330945,175.68441824173405,141.36786289271612,-24.274651003998496
70,14,0.7307692307692307,0.052026286966046005,0.8102656698208502,0.6342764999391506,0.36126931970305465,163.65686489220397,174.4506337937274,150.34537388202648,-16.033256820137296
75,14,0.6038461538461538,0.04299014238773275,0.7829084790726477,0.6962029937933553,0.29934282584884997,153.1317749067151,161.21115240668453,162.03199865271228,0.5065951496328108
80,14,0.48846153846153845,0.03477546549835706,0.7435877414000058,0.7541377631739078,0.24140805646829744,141.6765344632683,146.2594082156938,179.19618194934966,18.380287668721387
85,14,0.38846153846153847,0.027656078860898138,0.6800937602395374,0.8090604843616892,0.186485335280516,129.04057516695784,139.11694985027444,201.62637618090943,31.00260368442488
90,14,0.29615384615384616,0.02108433734939759,0.5781283234389357,0.8656443957648777,0.1299014238773275,114.45959925056367,144.1849170832498,230.2683775699964,37.38396969448364
95,14,0.19230769230769232,0.013691128148959474,0.3966006273299796,0.927023244493124,0.06852257514908117,97.37241703706107,169.71277536578626,258.982542177239,34.469414834286205
96,14,0.16538461538461538,0.011774370208105149,0.34683823080581844,0.9418218327856882,0.05372398685651698,93.87751862974865,181.80412732117156,272.7454393468142,33.34292673909924
97,14,0.14615384615384616,0.0104052573932092,0.2891255479672872,0.9572167457709626,0.03832907387124255,90.53581802226061,193.6587889152246,269.0976281661587,28.03400377960714
98,14,0.1076923076923077,0.007667031763417305,0.21810201465227227,0.9700194718267008,0.025526347815504443,87.08118913922074,239.11090863362833,295.12239677323606,18.97907063374977
99,14,0.08076923076923077,0.005750273822562979,0.12746358506060038,0.9825970548862115,0.012948764755993672,83.23219452205863,246.40096364353877,282.10267893036473,12.655574708540327
55,30,0.9669421487603306,0.032037239868565166,0.9273544149019158,0.42517950590239745,0.5703845685773397,193.19099452916296,160.42570660999976,122.66952961910505,-30.778773757533358
60,30,0.9256198347107438,0.03066812705366922,0.9196059018829553,0.4941645369356213,0.5013995375441158,183.42647756949577,166.24778332960494,127.72177379531435,-30.16401071600524
65,30,0.8925619834710744,0.029572836801752465,0.9087912918221908,0.5661616161616162,0.42938420348058903,173.63810679330945,179.68256702408846,139.92698532903282,-28.41166169740022
70,30,0.8099173553719008,0.02683461117196057,0.8951679236738666,0.6342764999391506,0.36126931970305465,163.65686489220397,180.48686434664265,148.5168162394447,-21.526214281118563
75,30,0.7024793388429752,0.023274917853231106,0.8776617358850349,0.6962029937933553,0.29934282584884997,153.1317749067151,175.63605962535897,161.9598393529178,-8.444204641769282
80,30,0.5619834710743802,0.018619934282584884,0.8511654855763384,0.7541377631739078,0.24140805646829744,141.6765344632683,149.73607890339193,175.27221886619063,14.56941672102294
85,30,0.4628099173553719,0.01533406352683461,0.8135086105603229,0.8090604843616892,0.186485335280516,129.04057516695784,137.37466646240188,190.45106671698665,27.86878601917056
90,30,0.38016528925619836,0.012595837897042717,0.7450654421420365,0.8656443957648777,0.1299014238773275,114.45959925056367,143.46546451922572,217.8229767481021,34.136670675869944
95,30,0.256198347107438,0.008488499452354874,0.5975445409215587,0.927023244493124,0.06852257514908117,97.37241703706107,128.8138824226047,251.63979284787462,48.81020963942799
96,30,0.2231404958677686,0.007393209200438116,0.5428208166641149,0.9418218327856882,0.05372398685651698,93.87751862974865,131.43016587537744,262.3062881691417,49.89438995430107
97,30,0.2066115702479339,0.006845564074479737,0.4671267590011512,0.9572167457709626,0.03832907387124255,90.53581802226061,154.3742713336041,249.7335800343488,38.18441584332744
98,30,0.1487603305785124,0.004928806133625411,0.3683152425212975,0.9700194718267008,0.025526347815504443,87.08118913922074,195.55912234278196,286.9844700433495,31.857245685370223
99,30,0.11570247933884298,0.0038335158817086527,0.22905441378161545,0.9825970548862115,0.012948764755993672,83.23219452205863,215.4304557545214,272.7672319278721,21.02040474880512
55,60,1.0,0.01642935377875137,0.9613861310718426,0.42517950590239745,0.5703845685773397,193.19099452916296,137.52716394923644,111.02956546822995,-23.86535367337678
60,60,0.9833333333333333,0.01615553121577218,0.9570572922647165,0.4941645369356213,0.5013995375441158,183.42647756949577,148.08944487374723,119.0316769784125,-24.411794097973278
65,60,0.9666666666666667,0.01588170865279299,0.9514454536502877,0.5661616161616162,0.42938420348058903,173.63810679330945,163.79118033064142,131.79010859593456,-24.28184639624315
70,60,0.9,0.014786418400876232,0.943222387692694,0.6342764999391506,0.36126931970305465,163.65686489220397,165.09300392128105,136.51983531212815,-20.92968288734415
75,60,0.8,0.013143483023001095,0.9337284579882298,0.6962029937933553,0.29934282584884997,153.1317749067151,157.38248373002122,139.93930893320353,-12.464814161075886
80,60,0.7,0.011500547645125958,0.9196581962597042,0.7541377631739078,0.24140805646829744,141.6765344632683,151.33233179449294,150.59886481165168,-0.487033540231916
85,60,0.6,0.009857612267250822,0.8974336907450611,0.8090604843616892,0.186485335280516,129.04057516695784,146.34278430059518,166.38972190504776,12.048182649101728
90,60,0.48333333333333334,0.007940854326396496,0.8533986635593207,0.8656443957648777,0.1299014238773275,114.45959925056367,143.78558155592046,196.8020772425647,26.9389919199378
95,60,0.3333333333333333,0.00547645125958379,0.7447133062199363,0.927023244493124,0.06852257514908117,97.37241703706107,128.1345940016285,240.6674121849798,46.75864387358653
96,60,0.2833333333333333,0.004654983570646221,0.6977171222369806,0.9418218327856882,0.05372398685651698,93.87751862974865,114.75713810014265,260.94824927504936,56.02302816019882
97,60,0.26666666666666666,0.004381161007667032,0.6367082484111057,0.9572167457709626,0.03832907387124255,90.53581802226061,130.31416509823435,247.9293249598155,47.438986848628836
98,60,0.2,0.0032858707557502738,0.5369519892097184,0.9700194718267008,0.025526347815504443,87.08118913922074,128.26932491653153,291.47052097533685,55.99235062012148
99,60,0.18333333333333332,0.0030120481927710845,0.3658012826842925,0.9825970548862115,0.012948764755993672,83.23219452205863,168.10528870947041,227.84025600728154,26.217916159601778
55,90,1.0,0.01095290251916758,0.9696650059215298,0.42517950590239745,0.5703845685773397,193.19099452916296,117.39195180046227,97.88854288241433,-19.924097696985665
60,90,1.0,0.01095290251916758,0.9666449215372851,0.4941645369356213,0.5013995375441158,183.42647756949577,132.2639098786022,108.96902169528798,-21.37753264267539
65,90,1.0,0.01095290251916758,0.962799875246214,0.5661616161616162,0.42938420348058903,173.63810679330945,151.39472514841225,123.69028382905034,-22.39823570754483
70,90,0.95,0.0104052573932092,0.9576415276261442,0.6342764999391506,0.36126931970305465,163.65686489220397,158.64332695311228,130.795843159355,-21.290801848977203
75,90,0.875,0.009583789704271631,0.9500028469404754,0.6962029937933553,0.29934282584884997,153.1317749067151,161.61173621884183,138.79308077142244,-16.440773070668634
80,90,0.775,0.008488499452354874,0.9399095769057121,0.7541377631739078,0.24140805646829744,141.6765344632683,158.8772329333528,149.7414190616641,-6.101060033314186
85,90,0.625,0.006845564074479737,0.9243942080603678,0.8090604843616892,0.186485335280516,129.04057516695784,137.1262896794309,168.31566633346898,18.530287366266503
90,90,0.525,0.005750273822562979,0.891943722226765,0.8656443957648777,0.1299014238773275,114.45959925056367,139.2154242779247,207.7294706760179,32.9823429362847
95,90,0.375,0.004107338444687842,0.8079074628104839,0.927023244493124,0.06852257514908117,97.37241703706107,96.57675187964209,238.56235083714407,59.51718637046347
96,90,0.35,0.0038335158817086527,0.7729114211256375,0.9418218327856882,0.05372398685651698,93.87751862974865,96.71500517659862,246.99366891591893,60.84312379297376
97,90,0.325,0.0035596933187294635,0.7150717067261169,0.9572167457709626,0.03832907387124255,90.53581802226061,101.04556265583767,245.5332534550617,58.84648566580765
98,90,0.275,0.0030120481927710845,0.6306957275368362,0.9700194718267008,0.025526347815504443,87.08118913922074,103.30300140457398,259.4858912640291,60.189357154889656
99,90,0.25,0.002738225629791895,0.4516003634749591,0.9825970548862115,0.012948764755993672,83.23219452205863,162.04770770477626,206.92838422760744,21.688989980932448
