strike,window,trigger_rate,payout_frequency,premium_to_cap,shortfall_rate,overpay_rate,basis_risk_rmse,mae_full,mae_flat,mae_improvement_pct
55.0,14,1.0,0.07119386637458927,0.8615085160116789,0.0,1.0,76.93033486461422,36.01077379222932,30.178824993634453,-19.32463838411531
60.0,14,1.0,0.07119386637458927,0.8468069569310268,0.0,1.0,70.73252036043425,40.65595393749951,33.56512309868464,-21.1255916385802
65.0,14,1.0,0.07119386637458927,0.8306063937169232,0.0,1.0,63.51744645136239,46.78886644857774,37.954715846237264,-23.275501885271723
70.0,14,1.0,0.07119386637458927,0.8064293370874505,0.0,1.0,55.740898843949076,54.83198759320189,43.81573714859614,-25.14222323190723
75.0,14,0.7384615384615385,0.05257393209200438,0.7769560720921092,0.0,0.5106790799561884,49.45315077605021,49.29808167104142,47.59310555936551,-3.5824014668452357
80.0,14,0.5269230769230769,0.03751369112814896,0.7330245931732892,0.0,0.3592552026286966,43.950911559752726,38.69657541332996,54.363600750877794,28.81896180744588
85.0,14,0.4115384615384615,0.029299014238773274,0.6728685339510667,0.02562522818546915,0.26506024096385544,37.8865749579025,30.513944983396755,57.76175716600083,47.17275498440414
90.0,14,0.36153846153846153,0.02573932092004381,0.56781649459641,0.09160125349884386,0.18744675672386515,30.370533787614136,35.11829521553116,59.10927820567293,40.58750794869166
95.0,14,0.2653846153846154,0.018893756845564075,0.3859092645219899,0.18235822076183522,0.09529785809906292,19.8762317711939,41.97216528251216,62.85140698180508,33.220006841433595
96.0,14,0.23461538461538461,0.016703176341730557,0.3394381157570719,0.20007301935012778,0.07758305951077035,17.087286777213592,40.67709393853755,61.771820617676354,34.14943329855883
97.0,14,0.2153846153846154,0.01533406352683461,0.2827345617576792,0.2226025313374711,0.05505354752342704,14.005800688911014,40.41867695888097,55.732597632668934,27.477493108649504
98.0,14,0.15384615384615385,0.01095290251916758,0.2124403415318926,0.24758884020932215,0.030067238651576,11.005226252534104,43.150741746812656,55.37938365364673,22.08157819760931
99.0,14,0.07692307692307693,0.00547645125958379,0.1226547028082168,0.2666955701594256,0.010960508701472556,8.138335492358332,46.07960131338519,56.07648150395968,17.827224395076545
99.2,14,0.05384615384615385,0.0038335158817086527,0.10194363733763326,0.27049105512960936,0.007165023731288791,7.731069364807136,54.054449265566625,62.730336972816986,13.83044970890224
99.4,14,0.04230769230769231,0.0030120481927710845,0.08046810461772076,0.27347267859316055,0.004183400267737617,7.42733494709878,52.675445512631114,58.06132616118557,9.27619295777463
99.5,14,0.03076923076923077,0.002190580503833516,0.07153813368111762,0.2742637215528782,0.0033923573080199584,7.260308133187109,58.643073208801205,66.18101112618808,11.389880252832956
99.6,14,0.026923076923076925,0.0019167579408543264,0.06156346546264884,0.2752829499817452,0.0023731288791529756,7.125798299373522,50.44420758185412,57.18117372562456,11.781790587399934
99.7,14,0.019230769230769232,0.0013691128148959474,0.04854710049714362,0.27611963003529266,0.0015364488256054522,7.007169647208421,51.03785415869249,54.347108938692344,6.08910914421031
99.8,14,0.011538461538461539,0.0008214676889375684,0.03298784605497817,0.2768954606304004,0.0007606182304977486,6.923872835727875,48.32685013468893,52.20078380521368,7.421217437999142
99.9,14,0.0038461538461538464,0.0002738225629791895,0.018153216493596493,0.27738225629791896,0.0002738225629791895,6.87022607356392,74.27889218031824,76.45516755527063,2.8464725728043603
99.95,14,0.0038461538461538464,0.0002738225629791895,0.0092802744157917,0.2775724108555434,8.366800535475234e-05,6.841694553534902,14.503394436287008,15.715242033618184,7.711288154129477
55.0,30,1.0,0.03313253012048193,0.9241986282309917,0.0,1.0,76.93033486461422,36.2496631080156,30.246987345838207,-19.845532692376803
60.0,30,1.0,0.03313253012048193,0.9166934756934532,0.0,1.0,70.73252036043425,40.89078701439325,33.73063620406907,-21.227440736680844
65.0,30,1.0,0.03313253012048193,0.9059565228328595,0.0,1.0,63.51744645136239,46.79727153274062,38.22993146031295,-22.410032519471184
70.0,30,1.0,0.03313253012048193,0.8914471313570471,0.0,1.0,55.740898843949076,54.66249118090747,44.264687819005374,-23.49006369234513
75.0,30,0.8181818181818182,0.02710843373493976,0.8741202460747458,0.0,0.5106790799561884,49.45315077605021,52.413751349413786,48.30406791667121,-8.507944796351616
80.0,30,0.5950413223140496,0.019715224534501644,0.8461044756959819,0.0,0.3592552026286966,43.950911559752726,38.540825327338325,51.9971629493915,25.878984272949936
85.0,30,0.48760330578512395,0.01615553121577218,0.8083999810120706,0.02562522818546915,0.26506024096385544,37.8865749579025,30.661079038205642,55.86566199584344,45.11641329787355
90.0,30,0.4132231404958678,0.013691128148959474,0.7369837988290504,0.09160125349884386,0.18744675672386515,30.370533787614136,28.29099324124543,58.33728417873192,51.504438988677656
95.0,30,0.3140495867768595,0.0104052573932092,0.5875441400056628,0.18235822076183522,0.09529785809906292,19.8762317711939,30.13643221711926,65.98222449999676,54.32643799828127
96.0,30,0.2975206611570248,0.009857612267250822,0.5308217965235166,0.20007301935012778,0.07758305951077035,17.087286777213592,31.654296943185415,62.28980632523211,49.1822196750626
97.0,30,0.2892561983471074,0.009583789704271631,0.4561097090911418,0.2226025313374711,0.05505354752342704,14.005800688911014,37.0551009441512,57.36874020624153,35.4088989736614
98.0,30,0.21487603305785125,0.007119386637458927,0.3583079993024817,0.24758884020932215,0.030067238651576,11.005226252534104,38.96593868473872,61.00350282556079,36.125079905392276
99.0,30,0.14049586776859505,0.004654983570646221,0.22509271595841465,0.2666955701594256,0.010960508701472556,8.138335492358332,38.0311428668409,52.33512673773095,27.331516636182347
99.2,30,0.10743801652892562,0.0035596933187294635,0.19040063748207406,0.27049105512960936,0.007165023731288791,7.731069364807136,40.79676745350381,54.19670544337183,24.724635714008723
99.4,30,0.06611570247933884,0.002190580503833516,0.15045573140441124,0.27347267859316055,0.004183400267737617,7.42733494709878,52.649632346764946,64.42875968027869,18.282405857208005
99.5,30,0.049586776859504134,0.0016429353778751369,0.1295736098681215,0.2742637215528782,0.0033923573080199584,7.260308133187109,60.00501141373583,73.61063673046519,18.483232751467842
99.6,30,0.049586776859504134,0.0016429353778751369,0.10763481977598237,0.2752829499817452,0.0023731288791529756,7.125798299373522,49.40249961295298,59.447586822173406,16.89738431144139
99.7,30,0.03305785123966942,0.001095290251916758,0.08186641541753592,0.27611963003529266,0.0015364488256054522,7.007169647208421,57.7931549670119,66.56081700675794,13.172407482401935
