strike,window,trigger_rate,payout_frequency,premium_to_cap,shortfall_rate,overpay_rate,basis_risk_rmse,mae_full,mae_flat,mae_improvement_pct
55,14,0.8346153846153846,0.05941949616648412,0.8592236497596162,0.35369508336375804,0.6058932700498966,151.42955769197604,111.44931517761918,92.54336784904416,-20.42928387846682
60,14,0.7923076923076923,0.05640744797371303,0.8449044422992222,0.4144608737982232,0.5446254715833029,141.92185006901505,113.4978224570169,95.53841044679653,-18.798106359767843
65,14,0.75,0.053395399780941946,0.8267660519338625,0.4809008762322015,0.47795728368017526,132.12315770048207,118.01930554139074,100.73232759875016,-17.161300999119437
70,14,0.6730769230769231,0.04791894852135816,0.8036054173637923,0.5558217719362297,0.40292229524157236,122.0115732611268,114.54337132306897,103.61812323743125,-10.54376179020685
75,14,0.6192307692307693,0.04408543263964951,0.7725914048887496,0.6439622124863089,0.3147818546914932,112.18058635853536,120.42899859435843,110.8372694220797,-8.653884403947595
80,14,0.5423076923076923,0.038608981380065716,0.7288168951012647,0.7232870877449191,0.23541134233905317,102.5353313553273,127.69404155086356,124.71299848254498,-2.39032266451024
85,14,0.39615384615384613,0.028203723986856517,0.6666539788809434,0.7862434586832178,0.17245497140075453,92.04733388890195,115.99275855422384,147.33630341051378,21.27347037407299
90,14,0.2846153846153846,0.020262869660460023,0.5604324783126551,0.8474123767798467,0.1112860533041256,80.6364221489848,117.89373208774319,163.61927416046478,27.946305413797162
95,14,0.1423076923076923,0.010131434830230011,0.38230940349574094,0.9076305220883534,0.05106790799561884,69.45779809711934,134.87771256769582,230.22605378630914,41.415096011294004
96,14,0.13846153846153847,0.009857612267250822,0.3332741388541506,0.9182943896799318,0.04040404040404041,67.01256734253445,141.98965207933028,211.55634649371865,32.88329353733374
97,14,0.11538461538461539,0.008214676889375685,0.27954630503264033,0.9294602653036388,0.029238164780333455,64.63918694814986,146.19676154697876,216.48468447550326,32.46785013859863
98,14,0.1,0.007119386637458927,0.20887822519250943,0.9406717780211756,0.01802665206279664,62.356798733696834,139.03741337641904,187.2824186875236,25.76056292374152
99,14,0.046153846153846156,0.0032858707557502738,0.11974483169450303,0.9523168431300961,0.006381586953876111,60.80730760525706,225.6837337897237,260.2522778057905,13.282705652959969
55,30,0.8842975206611571,0.029299014238773274,0.9240735201551753,0.35369508336375804,0.6058932700498966,151.42955769197604,107.69183224356355,87.36088195280385,-23.272372984676785
60,30,0.8512396694214877,0.028203723986856517,0.9158861544340329,0.4144608737982232,0.5446254715833029,141.92185006901505,111.16329169840468,91.00822506293468,-22.146423162886883
65,30,0.8099173553719008,0.02683461117196057,0.9046131894936926,0.4809008762322015,0.47795728368017526,132.12315770048207,113.63185027906098,94.43818066200846,-20.324056946571336
70,30,0.743801652892562,0.024644030668127054,0.8901632152509271,0.5558217719362297,0.40292229524157236,122.0115732611268,111.1450194840298,96.7056006448481,-14.931316017787378
75,30,0.7024793388429752,0.023274917853231106,0.871027160255513,0.6439622124863089,0.3147818546914932,112.18058635853536,118.77282808000506,103.94362098744097,-14.26658697444823
80,30,0.6446280991735537,0.02135815991237678,0.8438606895055049,0.7232870877449191,0.23541134233905317,102.5353313553273,129.3717576901665,116.10981455540131,-11.421896749682007
85,30,0.5206611570247934,0.01725082146768894,0.8049653729211083,0.7862434586832178,0.17245497140075453,92.04733388890195,128.32877666443943,133.55828957531003,3.9155285138043125
90,30,0.3884297520661157,0.012869660460021906,0.7349971246276844,0.8474123767798467,0.1112860533041256,80.6364221489848,126.04526534006752,150.8829612248371,16.4615644358662
95,30,0.19008264462809918,0.006297918948521358,0.5791217208467799,0.9076305220883534,0.05106790799561884,69.45779809711934,95.01097709429332,238.8961797686296,60.22917688080602
96,30,0.18181818181818182,0.006024096385542169,0.5244382480644367,0.9182943896799318,0.04040404040404041,67.01256734253445,99.17743130301182,231.57202858317422,57.17210238654103
97,30,0.17355371900826447,0.005750273822562979,0.45247954139834645,0.9294602653036388,0.029238164780333455,64.63918694814986,106.38459092098421,215.6243940167132,50.662080046129546
98,30,0.15702479338842976,0.0052026286966046,0.3541702450936762,0.9406717780211756,0.01802665206279664,62.356798733696834,134.5537333357493,186.9593459228441,28.030485626924456
99,30,0.08264462809917356,0.002738225629791895,0.22095717851708474,0.9523168431300961,0.006381586953876111,60.80730760525706,191.05627145346858,247.5931702122528,22.834595441512846
55,60,0.95,0.0156078860898138,0.9583964360860601,0.35369508336375804,0.6058932700498966,151.42955769197604,94.42985511085348,77.37400401166119,-22.043386945080126
60,60,0.9333333333333333,0.01533406352683461,0.9534597967438706,0.4144608737982232,0.5446254715833029,141.92185006901505,101.24469284863802,83.1289493116055,-21.792340318324484
65,60,0.9,0.014786418400876232,0.9477811003043985,0.4809008762322015,0.47795728368017526,132.12315770048207,105.09860423889926,86.92505052022689,-20.907153472914576
70,60,0.8333333333333334,0.013691128148959474,0.9401755145387553,0.5558217719362297,0.40292229524157236,122.0115732611268,101.36708277910165,87.05236765415866,-16.443797579191003
75,60,0.8,0.013143483023001095,0.9290647293161528,0.6439622124863089,0.3147818546914932,112.18058635853536,110.04234483534614,95.36954147781373,-15.38520908265646
